smiles1,smiles2,ged
CCC1CC1,OC1CCC=C1,4
C1CN1CC=O,C1CN=COC1,5
CC1(CCO1)C,c1(nnon1)O,10
C1C2CC1O2,CC1CC1C=O,6
OC1CC1C#C,N=C1OC=NC=N1,8
CCOC(C)C,C1CC1CC#N,4
C1COC(=O)O1,C#CCCCO,4
CC1(CC1)O,OC1C2COC12,5
CCC(CC)O,CCC(=NO)C#C,5
CN=COC,C1COC(=O)N1,4
C1C2(CO1)CO2,C1C2C3C1CN23,5
COC(=O)CO,Cc1nccn1C,8
c1c(nc[nH]1)N,CC(C)(C)C=O,9
CC(=O)CCO,NC(CO)C#N,5
CCC1CC1,CCC1CC1C,2
CC#CC(=O)N,CC1OCC1=NO,7
C1COC1=O,N=C1OC=CC=C1,7
CCC(=O)C,NC(=O)OC=N,4
CCC#CC#C,c1coc(=O)cn1,7
OCC(O)C=O,OCC1CC1O,3
CN=C(C#N)N,Cc1c[nH]cc1O,8
CC1(CN1C)C,CCC(=O)CC,5
CC(=O)C=O,CC1CN=CO1,6
C1CN1CCO,Cc1coc(=O)[nH]1,6
C(CO)C=O,C1OCC2OC12,5
CC1(CC1)C#N,Cc1ccc([nH]1)O,9
c1[nH]c(=O)[nH]n1,c1cc(oc1N)O,10
Cc1c[nH]cn1,CCNCC#N,6
O=C1OC2CC12,Cc1cc([nH]c1)O,9
CNC(=O)NC,c1cnnnn1,9
C1C=CCO1,C(CC=O)CO,4
C#C,NC1=COC(=N)O1,12
c1nnon1,c1(n[nH]nn1)O,3
[NH3+]CCC([O-])=O,c1nncnn1,11
Cc1n[nH]nn1,c1c(con1)N,4
CCC#CC,O=CC1CO1,5
CC(=O)CC#N,CC1CC(=O)N1,4
C#CCCO,CCC(F)(F)F,6
c1cnn[nH]1,CCC1CCO1,11
CCC(O)C#C,c1c(nc([nH]1)O)N,9
C1C(=NO)CN1,N=C1ON=NO1,7
CCC,c1c([nH]c(=O)o1)N,10
Cn1cccc1,N=COCC#C,5
CCC1OC1C,Cc1cc(c[nH]1)N,8
CC(=O)N,C(C#CC=O)O,7
CC(C)OC=O,Cc1c[nH]nc1,8
Cc1cc(co1)O,c1c(cncn1)O,5
CCC#CCO,Cc1nnon1,9
OCCOC=N,CC(=NO)CC=O,6
CCO,COC(=O)CO,6
CC(=NC)OC,c1c(oc(=O)o1)N,6
COCC1CN1,C1OC1C1CO1,2
CCC1(CC1)C,CC1NC1C=O,5
COC(=O)C#C,C1CC1CCO,5
CCCC1CC1,Cc1[nH]cc(n1)O,9
C(=O)N,N#CCC1CO1,9
COCCC=O,c1c(nno1)N,9
C#CC=O,C1C2CC1CC2,9
CC#CC,CC1CNC1=O,7
CC(=O)OC=N,CC(=O)C(=O)N,4
CC1(CO)CN1,ON=C1CC2CC12,7
c1nnco1,Cc1cn[nH]n1,4
CCOC(C)C,Cn1nccn1,4
Cc1ncco1,C1CN1CC=O,6
OC1COC1=O,CC1CC1C#N,6
CCO,c1cc([nH]c1N)O,10
c1c[nH]nc1N,C(#N)C(F)(F)F,9
CNC(=O)C=O,COCC1CC1,6
CC(C)(C)CO,N=C1OC=NC=N1,10
C(#N)C(=N)N,CCC(C)C#N,5
C1CC=CC1,CC1OC1C=O,5
COCC1CO1,CC1CC1C#N,5
CCOC=NC,C1CC2OCC12,4
C#CC#N,Cc1cnco1,8
CC1NC1C#C,C#CC(=NO)C#C,5
c1cc([nH]c1)O,C1CCC(=O)C1,7
C#CC#N,OC1CC1C#C,7
C(C#N)O,CNC(=O)C=O,6
C1C(=O)NC=N1,O1C2C1C1OC21,6
OC1CC1C#C,C1CC12COC2,4
CC1CN=CO1,COCCC=O,5
N#CC1CCO1,c1c([nH]c(n1)O)N,9
C1CC(=O)OC1,OC1CC1C#N,4
CC(N)C#N,CC(O)CCO,5
C1CC1(C=O)O,C#CCN1CC1,6
CC1C(C)N1C,c1nc([nH]n1)O,9
CCCCC=O,Cc1c(cc[nH]1)O,8
C1C2C1C1NC21,C(C(F)(F)F)O,9
CO,C(#N)C(C#N)O,8
C1C2C3OC1C23,c1c(oc(n1)N)N,11
C1CC1(CO)O,c1nc(c(o1)N)O,9
C(#N)C(C#N)N,OCCC1CO1,7
CC1CCC1=O,C#CCOC=O,3
c1cocn1,c1cnc(cn1)N,7
C1C2CC1CC2,C1C2COCC12,3
CC(CO)C#C,OCCC1CO1,5
CCCCCO,Cn1nccn1,4
CN=C(C#N)N,CC1CC=CC1,6
CC(=O)N,CC(=O)CC#C,5
CCC#CC,CC1COC1=O,5
CCC(C)C=O,C1C2C3OC1C23,4
C(=N)NC(=O)N,C1CC(C1)CO,7
CC(O)C1CN1,Cc1cccnc1,9
C1CCOC1,CC12CCC1O2,3
CC(C)(C)O,CN=C(C=O)N,7
C#CC(=O)N,C#CC1CCC1,6
CC1CC1C,c1(=O)[nH]nno1,8
CC(O)C#C,Cc1cc[nH]c1C,9
OC1CC2OC12,c1c(c[nH]c1O)O,8
CC1(CC1)C,CCNC(=O)N,7
CNC(=N)C=O,CC(=O)C1CO1,5
CCCOC,OCCOC=N,3
CCOC=O,CC1OCC1=NO,7
CC1(COC1)O,CC(=NO)C1CO1,6
CC1CCC1=NO,C#CC(F)(F)F,9
COC(C)CO,C1OC2COC12,2
CC(=NO)C(=NO)C,c1cc[nH]c(=O)c1,8
C1CN1C=O,CC1(COC1)O,6
CC(=N)NC=O,CC1CCOC1,5
C(=O)NC=O,CCC1COC1,7
C(=O)C=O,c1cc(oc1)N,9
CC(C#C)C#N,C1CC2CCC12,5
C(#N)C(C#N)O,CC(=NO)CCO,7
CC1CC1(C)O,COC1CC1C,2
C1C2CCCC12,c1c(cncn1)N,11
CCOC,CCOC(=O)N,4
C1C2C1C1OC21,Cc1conn1,9
CCNC=O,Cc1ccco1,8
CC(=O)CO,Cn1nnnn1,8
CC#CC(C)O,Cc1c(cc[nH]1)O,8
CC1C(O)C1O,Cc1[nH]cc(n1)O,9
Cc1ccc([nH]1)C,c1c(oc(=O)[nH]1)N,10
N=C1CCCO1,N=C1OC=CC=N1,5
CC(=O)C(=N)N,CCCC1CC1,7
CNC=O,CC1=CCOC1,7
C#CC1CC1,Cc1cc(c[nH]1)O,9
CCCC=O,c1ccnc(c1)N,10
N1C2C1C1OC21,Cc1ccncc1,11
C1C(CO1)C#N,O=CCC1CN1,5
CC(N)C#N,CC(=O)CC=O,6
CC1(CC1)C,CC#CC(=O)N,6
CCCC(=O)N,Cn1cccc1N,5
C1C2C1N1CC21,c1noc(=O)o1,6
CC1=NCCO1,Cn1cncn1,4
CC1(CN1C)C,C12C3C1C1C2C31,6
CC(O)CC#N,CC#CCOC,5
C1CC1C=O,c1nc(c(o1)N)N,11
CC1(CC1)C#N,Cc1ccc(o1)C,9
CC1OC1CO,c1c(oc(n1)N)N,10
C#CCC#C,CC1CNC1=O,6
COC(=O)C#N,CC1COCO1,5
C(=O)(N)N,N#CCC1CN1,8
C(C(=O)C#N)O,c1c([nH]nn1)N,9
OC12CC1OC2,C(=O)C#CC=O,6
C1CC(=O)OC1,N1C2C3NC2C13,7
CC#CC(=O)N,c1c([nH]nn1)N,8
CC1(CC1)C,CC1CCO1,3
C(#CC#N)C#N,COC1CC1O,7
CC1CC(=O)C1,CN=C1CCO1,4
CCOCC#N,c1c(c(c[nH]1)O)N,8
CC(CO)C#C,CC1OC1CO,3
CN1CC1C=O,CCC1OC1C,4
COC(C)=N,C12C3C1C1C2C31,9
C#CC=O,CC(C)N1CC1,9
C1C2C3OC1C23,Cc1cc(oc1)C,9
CCC(C)(C)O,c1c(oc(n1)O)N,9
COC(C)C#C,c1coccc1=O,6
CC1(COC1)C,C(C#CC=O)O,7
C1C(=O)OCO1,C1COCOC1,4
COCC(C)O,c1cnc(cn1)N,10
OCC(O)C=O,CCOCC=O,3
COCCC#C,Cc1[nH]c(cn1)O,8
CN1CC1C#C,O=C1NC2CC12,5
CC(O)CC#N,c1c(nn[nH]1)O,7
Cc1ncco1,Cc1cc([nH]c1)C,3
CCC1COC1,Cn1cc(nc1)O,6
NC1COC1=O,c1c[nH]cnc1=O,6
C1NC1C1CN1,c1c(nc([nH]1)N)O,10
OC(C=O)C#C,NCC(N)C#N,4
CCOC=O,CC1CC(C1)=NO,7
C1COCCO1,c1nc(no1)O,8
CCC=O,CC(=O)COC,5
c1ncon1,N#CCC1CN1,10
CC1CC2OC12,Cc1cocc1C,8
OC(C=O)C#N,CC1CC1CO,5
CC1CC(C)O1,CC(O)C(C)=NO,6
CCCCO,C(#CC#N)C#N,5
c1cc([nH]c1)O,Cc1c(cco1)N,4
C(C(F)(F)F)N,c1c(coc1N)O,10
CC(C)C1CO1,OC1CC2CC12,3
CN=CNC=O,Cc1ccc([nH]1)O,9
c1cnon1,CC(C)C1CO1,10
CCCOC,c1coc(c1N)N,9
OC1CC2OC12,c1[nH]c(=O)[nH]n1,5
OC12CN(C1)C2,CCC(CC)O,5
CCNC(=O)C,N=C1CN=CN1,4
OCC1CO1,NC1=COC(=N)O1,7
c1[nH]cnn1,CC(O)C(C)=O,11
C1CC1OC=O,Cc1c(cc[nH]1)N,10
CC(C)(C=O)O,Cc1c(ocn1)N,9
c1c[nH]c(=O)[nH]1,C(CC=O)CO,3
COCCC#N,Cc1cccnc1,8
N=C1NC=CO1,Cc1ccoc1C,10
C1CN=COC1,Cc1cccn1C,5
C1CC12COC2,N=C1NN=NN1,9
CC#CC#N,C1C=CC2OC12,7
C1COCOC1,c1c(nc([nH]1)O)N,9
c1ccoc1,OC1COC1=N,9
c1cnon1,CC1(CN1)C=O,9
c1ncon1,c1nc(no1)O,2
C(C#N)C#N,C(=O)(C(=O)N)N,7
CC(C)(C)O,CC(=NO)CCO,8
COCCO,C1CC1CCO,4
C(=O)NC(=N)N,CCC(=O)NC,5
OC1=COC(=N)O1,Cc1c[nH]cc1N,10
OC(C=O)C#C,CC1=COC(=N)O1,7
C1CC(=O)C1,Cc1nccn1C,9
C1C(=NO)CO1,CCC(=O)CO,5
CCC#CC,Cc1ccn[nH]1,7
CC(C)CC#N,Cc1c(cco1)O,9
COCC1CC1,CC(C)C1CO1,2
CC(C)C(=O)N,CC1=CCOC1,5
O1C2C3OC2C13,c1ncoc(=O)n1,7
C1C2CC=CC12,C1C2OCOC12,3
C(CO)CO,c1ncoc(=O)n1,7
C1COC=N1,CCC(=O)NC,5
CC(C#N)C#N,CNC(=O)NC,6
c1c([nH]c(n1)O)N,c1[nH]c(=O)ncn1,7
c1ccncc1,COC(=O)C#C,9
CC#CC(C)O,CC(C)OC=O,4
OC1CN2CC12,O1C2C1C1OC21,3
CNC=O,CCC(=O)OC,5
NC(CO)C#N,Cc1ncc(o1)N,8
Cc1ccoc1C,Cc1c[nH]cc1O,3
CC(O)C(C)O,c1c([nH]c(=O)[nH]1)N,7
C[NH2+]CC([O-])=O,CC1CCCC1,5
OC1CCC=C1,C1C2OCOC12,4
c1cocn1,COC1CC1,7
C1COC1=O,C1CC2(C1)CO2,5
NC1COC1=N,Cc1c[nH]c(n1)C,9
CC(O)C#C,COC(C)C=O,4
CC1OC1C=O,C1C2CC=CC12,3
NC(C#C)C#N,CC(CO)CO,5
CC1NC1CO,c1c(nc(o1)O)N,8
COC1CC1,CC1CCC1C,5
CCN1CC1,CCN(C)C=O,3
C#N,CCOCC=O,10
CC#CC(=O)N,NC(=O)C1CO1,3
CC#CC(C)O,C1C(CO1)C=O,5
C(C=O)C#N,C#CC#CC#N,5
CCO,C(=O)NC=O,6
CCC(O)CO,C1CC(=NO)C=C1,6
C1CC(=O)C1,CC1CCOC1,5
C1CC1NC=O,C1NC1C1CN1,5
C#CCO,CC(=O)OC=N,6
CC(C)CC#C,C1CCC(=O)C1,4
CC(C)OC=O,CC(C)CCO,2
c1cc([nH]c1)N,C#CCN1CC1,7
N=C1OC=NO1,c1cncc(=O)[nH]1,7
CC(O)CC=O,CCCC(=O)C,3
OC1CC1C#C,CCC1CC1C,2
CC#CCC=O,CCCC1CO1,3
CC(C)(C=O)O,O=CC1CCO1,3
CC(C)O,C1CC(C1)C#N,6
COC1CC1,CC1NC1C#C,5
C(=O)C(F)(F)F,c1c([nH]c(=O)[nH]1)N,8
CC(C)C(C)C,C1C2C3C1CN23,4
N=C1OCCO1,c1nc([nH]n1)O,8
c1nc(c(o1)N)N,c1c[nH]c(c1N)O,2
CC(CO)C#C,C1COC(=O)N1,6
CC(CO)C=O,OC12CC1CC2,4
CO,OC1CCOC1,9
c1c(nn[nH]1)O,CCC(F)(F)F,10
C1CCC1,CC(C#C)C#C,6
CC(=O)N,c1c(n[nH]n1)N,8
CCC(C)C,C1C2(CO1)CO2,5
C1CC1(C#N)O,CC#CC(=NO)C,7
CCC(=O)CC,C1COCC1=O,2
CCCCC,c1cnc(cn1)O,10
C1CNC1=O,CC(=O)COC,5
c1nc([nH]n1)N,Cc1c[nH]c(=O)o1,10
O=C1OC2CC12,Cc1ccn(c1)C,7
CCC#CC#C,c1cnc(cn1)O,9
Cc1ncco1,Cc1coc(=O)[nH]1,9
CC(C)NC=O,Cc1cc(co1)N,8
CC(=O)OC,CC(=O)COC,4
OC1CC(O)C1,c1cc(oc1N)N,10
c1[nH]cnn1,CC(C)(C#C)O,11
c1c(c[nH]c1O)O,c1c(oc(=O)o1)N,8
C(CO)NC=O,Cc1cc[nH]n1,8
ON=C1CC2NC12,Cc1cc(c[nH]1)N,8
CC1CC1(C)C,C#CCNC=O,6
C#CC1CN1,C(=N)NC(=O)N,6
CCCO,Cc1cc[nH]c1O,8
OCC1CN1,CC(=NO)CO,4
CC(C)CO,OC1CCC1=O,5
C1CC1(C=O)O,N=C1COCO1,6
C#CCC#N,CCC(O)C=O,5
C#CC1CC1,Cc1cccnc1,9
CC(=O)NC,CC1(CCC1)C,6
CC,Cc1cc[nH]c1O,11
N=C1OC=NO1,Cc1[nH]c(cn1)O,9
C(C=O)NC=O,C1CC1C2CC2,7
COC,C1CC2CCC12,9
CC(=O)COC,C1C2CCOC12,4
c1nnno1,CN=C(C#N)N,9
CCC#CC=O,C1C2C3OC1C23,5
C(#N)C(C#N)N,c1c(non1)N,7
CC=O,Cc1ccn[nH]1,9
CC(C)(C)CO,CC1(CO)CO1,2
CC([NH3+])C([O-])=O,c1c(onn1)N,9
CC1NC1C=O,c1c(onn1)N,9
C1CC1(C#N)O,COCCOC,7
CCC1CCC1,c1cc[nH]c(=O)c1,5
C1C=CNC1=O,N=COCC#N,5
C1C(=O)CN1,CN1CCC1=O,4
CC(C)C,C#CC1(CC1)O,5
C1COC1=O,N=C1N=CNC=N1,10
C1C(=O)NC=N1,ON=C1CN2CC12,6
CC1CC2OC12,c1conc1N,8
C#N,c1c(coc1N)O,12
CC(C#C)C#N,N=C1CCCO1,6
C(C#N)C(=O)N,c1cc(oc1N)O,8
c1c(nco1)N,C(CC#N)C=O,7
c1cc[nH]c1,CC1CC(C)O1,9
OC1CN2CC12,Cc1c[nH]c(=O)[nH]1,5
C1CC(=NO)C1,c1c(n[nH]n1)O,9
CCO,CC(=NO)CC=O,9
c1c[nH]c(c1O)N,Cc1c[nH]cc1C,4
CC1COC=N1,Cc1c[nH]c(n1)C,8
C1C2C3OC1C23,Cc1n[nH]nn1,11
C(=O)(C(=O)N)N,C(CC#N)C=O,6
CC#CCC#C,c1c[nH]c(c1N)O,9
CC12CN(C1)C2,CC1C2CC1C2,3
COCC=O,COC(=O)CO,3
O=CC1CO1,CN1CC1CO,4
CC(C)(C#N)O,C1C2OC1C=C2,6
C(C#N)N,CCC#CCO,6
CCCC(=O)N,CC1CCC1=O,4
CC1CC2CC12,Cc1ncno1,9
CCCC(C)C,Cc1ccno1,7
CC1CC1(C)O,CC(=NO)C1CN1,7
C1COC1=O,C1CCCC1,5
C1C2CC1OC2,C1OC2COC12,3
CCCC#C,C1C2C3C1CN23,6
CC1CCC1=O,Cn1cnnn1,7
CC(=O)C=O,N=COCC=O,5
CC1CC2OC12,Cn1nccn1,5
CN=C(C=O)N,C1C2CCCC12,7
C(#N)C(=O)C#N,N1C2C1C1OC21,7
c1cnc[nH]1,c1[nH]c(c(n1)O)O,4
CC(C#N)C#N,CC(=NO)CCO,7
CCCC#N,COCC1CN1,5
CC1(CC1)OC,CC(C)C(=NO)C,6
CN=C1CCO1,N1C2C1C1NC21,6
C(C#N)NC=O,C(COC=O)O,3
C1C2OC=NC12,c1nc(c(o1)N)N,9
CCCC#CC,OC1C2COC12,5
C1C2CC=CC12,Cc1cc(c[nH]1)N,9
CCC(=O)CC,C1CC1(C#N)O,4
ON=C1CC2OC12,Cc1cocc1N,9
CC(=N)NC=O,OC1CC(O)C1,5
c1c[nH]c(=O)[nH]1,CC(C)CC#C,6
C1C=CCO1,Cc1ncccn1,10
CCOC=O,COCC1CN1,6
CCCCC#C,Cc1nc[nH]n1,8
CC(CO)CO,OC1COC1=N,4
C(C#N)N,C1CN=COC1,7
N=C1NC=CO1,C[NH2+]CC([O-])=O,6
C1CCOC1,CC(=NO)CO,6
c1c([nH]nn1)N,C(C(F)(F)F)N,9
C1CCC1,CCCCCO,5
Cc1cn[nH]n1,c1c(coc1N)O,6
C(=O)C#CC=O,C1CCC=CC1,5
CC1NC1C#C,c1cc([nH]c1N)N,9
CCC(C)OC,C#CCOC=O,4
NC(CO)C#N,c1ccoc(=O)c1,8
C1C2CCC1O2,Cc1cn[nH]n1,9
CC1OC1C#N,Cc1cn[nH]n1,8
CC1OC1C,CN1CC1C#C,4
C#CC(=O)N,CC1CC1C,5
CC(=O)C(=O)N,CC(C)C(=O)N,2
C1C(CO1)CO,Cc1c([nH]cn1)O,9
CCC,C#CCC#C,4
CC1(CCC1)C,c1c(c(co1)N)N,10
c1c(nco1)N,CCCCC=O,8
C1CC1C#N,CC1CC(=O)C1,6
CCNC(=O)C,c1c(nn[nH]1)N,9
c1[nH]c(=O)[nH]n1,Cc1c(ocn1)N,9
CC1CCO1,CCCNC=O,5
C(=O)(N)N,C1CC1C2CC2,10
C#CCOC=O,CC1NC1C=O,4
C#CC(C#C)O,CN=CNC=O,7
C1CC(C1)O,NC(C#C)C#N,5
C1C2COCC12,OC1CN2CC12,3
N=C1CCO1,CCNC=O,3
CC(=O)CCO,C#CCNC=O,4
COCCC=O,c1cnc[nH]c1=O,4
C#CCOC=O,CCC1COC1,5
c1conc1O,c1coc(c1O)N,3
C#CC#CC=O,CC1OC1C#N,5
C(C(F)(F)F)O,c1cncnc1O,12
CCC1CCO1,c1nc(on1)N,9
O1C2C3OC2C13,C#CC(F)(F)F,9
C(C#CCO)O,Cc1ccno1,7
C(C=O)C#N,CC1(CO1)C=O,5
c1nnco1,C1C2C3CC1C23,12
COC(C)CO,N=C1N=COC=N1,8
c1cnccc1O,c1ccnc(c1)O,2
CC(C=O)C#N,CCC#CC#N,4
CCC(O)C#C,CCOCCO,4
C(=O)C=O,CC(C)CC#N,8
CCC#C,CNCC#N,4
CCNC=O,c1coc(c1N)N,9
CCC,C(CCO)CO,6
CC(=NC)OC,Cc1ccoc1C,7
C1CN(C1)C=O,OC1CC2OC12,5
O=C1NC2CC12,c1cnc[nH]c1=O,5
C1COC(=O)N1,Cc1cc(oc1)C,9
CCCCOC,CC(=O)C1CN1,5
c1ncncn1,C1CC1C(=O)N,10
CC1OC1CO,Cc1c[nH]c(=O)[nH]1,7
O=CC1CN1,Cc1ccc(o1)N,9
CC(C)COC,c1cnc(cn1)O,10
CC1OC1CO,C1COCCO1,2
CCC#CC#C,c1c(nc(o1)O)N,10
CC1(CO1)C#C,C(COC=O)O,6
C1COCO1,Cc1c([nH]cn1)O,10
C1CCOC1,c1[nH]ncn1,8
NC(C#C)C#N,OC1C2CC1O2,6
Cc1ncco1,CCOC(=O)N,7
CC(C)(C#N)N,Cc1cc([nH]c1)C,9
CCC(=O)C,c1c[nH]nc1,8
CNC=O,C1C2CC1C=C2,8
C[NH2+]CC([O-])=O,c1coc(c1N)N,9
CN(C=N)C=O,COC(=O)CN,4
C(=O)C(=O)N,C(CC#N)CO,7
NC(=O)C1CO1,C1C(=NO)C=CN1,7
CCN=COC,c1nncnn1,9
c1cocn1,C#CCCC#C,9
CC(C)OC,OCC1CO1,4
C1CNC1=O,C1CC1(C#N)N,6
c1coc(n1)N,OC1CC2CC12,9
NC(=O)OC=N,COC1CC1O,7
CCCC#N,CCC(C)(C)O,5
CN(C=O)C=O,N=C1OC=NC=N1,8
C1CC1C#N,CC(=NO)C1CC1,5
CCC#CC#C,COC1CC1O,5
c1c(nc[nH]1)N,c1c([nH]c(=O)[nH]1)N,7
CCC1(C)CO1,ON=C1CC(O)C1,6
c1c(nco1)N,CC1CC1(C)O,9
N#CC1CO1,COC1COC1,6
CC12CC(C1)O2,C#CC1COC1,5
C1C2C3C1CN23,c1c(n[nH]n1)N,10
CCNCC#N,Cc1ncncn1,8
C=O,c1cnnnc1,11
C(=O)C(=O)C=O,c1nc([nH]n1)O,10
CN1CC1C#N,Cc1nccn1C,5
Cn1cncn1,c1c(oc(=O)[nH]1)N,5
c1c(c[nH]c1N)O,c1cnc(cn1)O,4
C(C#N)O,N1C2C1C1NC21,9
c1c([nH]c(=O)o1)N,c1c[nH]c(=O)nc1,4
N=C1OCC=C1,Cc1cocc1C,10
CC(O)CC#N,CN1CC1C#C,4
N=C1OCCO1,C(C(F)(F)F)N,8
c1c(c[nH]c1O)N,c1cncoc1=O,8
C(=O)C(=N)N,C1CC1C=O,4
CCC(C)C#C,c1c(c[nH]c1N)N,9
CC(C)N1CC1,CC1C2COC12,5
C(CC#N)C=O,c1c([nH]c(n1)O)O,9
CC(O)CC#N,CN1CC1C#N,3
CC(=O)C(=O)N,CC#CCC#C,7
CC#CC1CO1,OC1=CNC(=N)O1,7
CCCO,CC1C2COC12,6
CCCOC=O,CC1C2CC1O2,4
CC(C)(C)C,Cn1cncn1,7
CC#CCC=O,C(#N)C(F)(F)F,8
COCC(C)O,C1C2CC=CC12,4
C1C2CCC1O2,c1coc(c1N)O,9
CC(C)CO,c1coc(=O)o1,6
CC(C)(C)CO,Cc1cnc(o1)C,9
CCCC#CC,c1c(non1)N,9
CC1OC1C,O=CC1CO1,3
C(=O)NC(=N)N,CCNC(=O)C,4
C1CC1C1CO1,c1nc([nH]n1)N,11
CCC(=O)CO,c1ccc(cc1)N,10
CC(=O)C,c1[nH]c(c(n1)O)O,11
Cc1cc[nH]c1,c1c[nH]nc1N,2
CC(C)OC=O,CNC(=O)CO,5
C1CCCC1,OC1CC2OC12,4
C1C2CCC12,CCC1(CC1)C,3
CC(=O)OC,Cc1c[nH]cc1N,10
CN1CC1,N=C1OC=CN=C1,9
CC1COC1=O,c1[nH]c(c(n1)O)O,10
CNC(=O)OC,CCC#CC#C,6
COCC(=O)N,Cc1cc(c[nH]1)O,8
CNC(=N)C#N,N=C1OC2CC12,5
CC1OCC1=NO,c1c[nH]c(c1O)N,8
C1CC(=NO)C1,c1cc([nH]c1N)O,9
CC(=NO)C(=NO)C,c1c(cncn1)O,12
CC1NC1C#N,CC(=O)C1CC1,5
COC(C)C=O,OC1C2CC1C2,4
C1C2CC1C2,CC1(CC1)C#N,5
CCC(=O)CO,CC(=NC)OC,5
C1C(=O)OCO1,COCCC#N,4
C1CC1CCO,CN1CC1C#C,5
CC1=CCCC1,N=COCC#C,5
N=C1CCCO1,C(#N)C(F)(F)F,9
Cc1cnc(o1)N,Cc1cccnc1,5
C#CC#N,CC1(CO1)C=O,8
C1C2CC1C=C2,c1c([nH]c(=O)[nH]1)N,7
CNCC#N,c1coc(c1O)N,10
C(CO)C(=O)N,CC(=O)C1CO1,2
CCCCC#C,Cc1[nH]c(cn1)O,9
CN=COC=O,OCC1CCO1,6
C1CC1(CO)O,CC1C(C)C1C,4
CC12CC(C1)C2,c1cc[nH]c(=O)c1,8
CC(=O)OC=N,Cc1c[nH]cc1N,9
CNC(=O)N,OCC(O)C=O,6
CCC(=O)C=O,Cc1nc(co1)N,9
C(=O)C(C=O)O,O1C2C3OC2C13,6
CC(=O)N,CC(=NO)C,4
CC#CC#CC,c1[nH]c(=O)ncn1,8
C#CCC=O,CCCC(C)C,5
Cc1cc(co1)O,CC1=CNC(=N)O1,9
C1C2CCC12,Cc1c(ocn1)N,11
CNC(=O)C=O,CC1NC1C#N,6
CC#CC#C,O=C1CC2OC12,7
CCN1CC1,C(C#CC#N)O,6
CCC#C,CCC(C)C=O,5
C#CC(=O)C#C,CC1=CNC(=N)O1,8
c1cnccn1,CCC1CCC1,9
CC12CC1OC2,c1cc([nH]c1O)O,10
CCC#CCC,N=C1OC=CC=C1,6
C1C2COC12,CC#CCCO,5
CCC(C)(C)C,CC1C(C)N1C,4
CCC(=O)C,CCCCC#N,5
C(=O)(N)N,C#CCOC=O,8
C#CCC#C,c1cncc(=O)[nH]1,8
CC1(CO)CO1,Cc1c(nco1)N,8
c1nnco1,C1CN1CC=O,9
C1C2(CO1)CO2,c1c(nc([nH]1)O)O,10
CC#CC#N,C(=O)C(=O)C#N,5
CC(O)CCO,CNC(C)C#N,5
c1cn[nH]n1,C1CC1N2CC2,11
N,CC1CC2CC12,13
C#CC#C,OCC(O)C#N,6
CC(O)CC=O,N=C1NC=NC=N1,8
CCNC(=O)N,Cn1cnnc1,5
C#CC(=O)CO,CCC(O)C=O,3
CC1C(O)C1O,Cn1cccc1N,7
c1cc[nH]c(=O)c1,c1c(cncn1)O,9
C=O,N=C1OCC=C1,10
CC12CC1CC2,N1C2C3NC2C13,5
C1COC1=O,C1CC1CC=O,5
OC1CC=CC1,Cc1ccn(c1)C,5
CC(=O)C#C,Cc1c[nH]nc1,8
CC(O)CC#C,N#CCC1CO1,2
CCOC=O,CCC(O)C#N,5
O1C2C1C1OC21,c1[nH]c(c(n1)O)N,11
C1C(CO1)C#N,c1nc([nH]n1)N,10
C1CC1CO,C1C2C1C1NC21,5
C1CN(C1)C=O,N=C1C=COC=N1,7
CC(=N)OC=O,CC1COC=N1,5
CC1CC(C)C1,c1cc([nH]c1N)O,10
c1c(nco1)N,CC1(CO)CN1,7
CNC(=O)NC,C(CC=O)C=O,5
CC1(CC1)C,CC1OC1C,3
CN=COC=O,CC(=NO)C1CO1,6
c1cc[nH]c1,CNCC#N,6
Cc1ccc[nH]1,c1c([nH]c(=O)[nH]1)N,9
CN=COC,Cc1c([nH]cn1)O,9
C1CC(=O)OC1,Cc1nc(co1)N,9
C#CC#C,CC(O)CCO,6
CC#CC(C)O,Cc1c[nH]nc1,8
C1C2C3C1CN23,CC1=COC(=N)O1,7
C(CCO)CO,c1c(c[nH]c1O)N,8
CC(C)(C#C)O,Cc1ccn[nH]1,8
C1CCCC1,C1C2C3CC1C23,4
Cc1cnco1,CC#CC(=O)N,6
C(C#N)C#N,COC(C)C#N,5
CN1CC(C1)O,Cn1cnnc1,4
N=COCC=O,N=C1OC=NO1,4
CCCOCC,c1c(oc(=O)[nH]1)N,5
CCCCC,Cc1ccn(c1)C,6
COC(=O)CN,CCCC1CC1,6
NCC(N)C#N,COC1CC1O,6
COC(=O)CN,CC1=NCCO1,4
C(=O)(N)N,CCC(=O)C#N,6
N#CCC1CO1,c1c(cncn1)O,9
CC1(CN1C)C,OC1=COC(=N)N1,8
O=CCC1CN1,c1nc([nH]n1)N,9
C#CC1CN1,OC(C=O)C#N,5
CC#CC#C,CC(C#C)C#C,4
C1COCO1,CCC(=O)C=O,5
N=C1CCO1,CC(C)CC#N,5
C1CC1N2CC2,c1cncnc1O,11
CC1CN1C,CC1NCC1=NO,6
CCCC(C)O,C#CCNC=O,4
CCOC=O,Cn1cc(nc1)N,8
C#CC#N,c1cc([nH]c1)O,8
C(CO)O,Cc1nccn1C,9
COCC=O,CCCOC,2
CC(=O)CC#N,CCCCC=O,4
C#CCC(=O)N,COCCC#N,5
